train_number,train_name,source_station,destination_station,capacity,month,season,demand_multiplier,estimated_passengers,occupancy_rate,waitlist_count,crowd_level
12926,Paschim Express,Jalandhar City,Jalandhar Cant,1800,2,Winter,0.9,1148,0.638,0,Low
12926,Paschim Express,Jalandhar City,Jalandhar Cant,1800,3,Summer,1.25,1585,0.881,0,Moderate
12926,Paschim Express,Jalandhar City,Jalandhar Cant,1800,4,Summer,1.1,1425,0.792,0,Moderate
12926,Paschim Express,Jalandhar City,Jalandhar Cant,1800,5,Summer,1.4,1862,1.035,37,High
12926,Paschim Express,Jalandhar City,Jalandhar Cant,1800,6,Monsoon,0.85,1065,0.592,0,Low
12926,Paschim Express,Jalandhar City,Jalandhar Cant,1800,7,Monsoon,0.8,1067,0.593,0,Low
12926,Paschim Express,Jalandhar City,Jalandhar Cant,1800,8,Monsoon,0.9,1083,0.602,0,Low
12926,Paschim Express,Jalandhar City,Jalandhar Cant,1800,9,Post-Monsoon,1.0,1303,0.724,0,Moderate
12926,Paschim Express,Jalandhar City,Jalandhar Cant,1800,10,Post-Monsoon,1.3,1695,0.942,0,High
12926,Paschim Express,Jalandhar City,Jalandhar Cant,1800,11,Post-Monsoon,1.45,1756,0.976,0,High
12926,Paschim Express,Jalandhar City,Jalandhar Cant,1800,12,Winter,1.2,1575,0.875,0,Moderate
12951,Mumbai Rajdhani,Vadodara Jn,Ratlam Jn,1200,1,Winter,1.05,1015,0.846,0,Moderate
12951,Mumbai Rajdhani,Vadodara Jn,Ratlam Jn,1200,2,Winter,0.9,960,0.8,0,Moderate
12951,Mumbai Rajdhani,Vadodara Jn,Ratlam Jn,1200,3,Summer,1.25,1149,0.958,0,High
12951,Mumbai Rajdhani,Vadodara Jn,Ratlam Jn,1200,4,Summer,1.1,1070,0.892,0,Moderate
12951,Mumbai Rajdhani,Vadodara Jn,Ratlam Jn,1200,5,Summer,1.4,1324,1.104,74,Overcrowded
12951,Mumbai Rajdhani,Vadodara Jn,Ratlam Jn,1200,6,Monsoon,0.85,903,0.753,0,Moderate
12951,Mumbai Rajdhani,Vadodara Jn,Ratlam Jn,1200,7,Monsoon,0.8,738,0.615,0,Low
12951,Mumbai Rajdhani,Vadodara Jn,Ratlam Jn,1200,8,Monsoon,0.9,894,0.745,0,Moderate
12951,Mumbai Rajdhani,Vadodara Jn,Ratlam Jn,1200,9,Post-Monsoon,1.0,1051,0.876,0,Moderate
12951,Mumbai Rajdhani,Vadodara Jn,Ratlam Jn,1200,10,Post-Monsoon,1.3,1290,1.075,53,Overcrowded
12951,Mumbai Rajdhani,Vadodara Jn,Ratlam Jn,1200,11,Post-Monsoon,1.45,1491,1.243,174,Overcrowded
12951,Mumbai Rajdhani,Vadodara Jn,Ratlam Jn,1200,12,Winter,1.2,1124,0.937,0,High
12952,Mumbai Rajdhani,New Delhi,Kota Jn,1200,1,Winter,1.05,1274,1.062,44,Overcrowded
12952,Mumbai Rajdhani,New Delhi,Kota Jn,1200,2,Winter,0.9,940,0.784,0,Moderate
12952,Mumbai Rajdhani,New Delhi,Kota Jn,1200,3,Summer,1.25,1382,1.152,109,Overcrowded
12952,Mumbai Rajdhani,New Delhi,Kota Jn,1200,4,Summer,1.1,1183,0.986,0,High
12952,Mumbai Rajdhani,New Delhi,Kota Jn,1200,5,Summer,1.4,1620,1.35,252,Overcrowded
12952,Mumbai Rajdhani,New Delhi,Kota Jn,1200,6,Monsoon,0.85,890,0.742,0,Moderate
12952,Mumbai Rajdhani,New Delhi,Kota Jn,1200,7,Monsoon,0.8,902,0.752,0,Moderate
12952,Mumbai Rajdhani,New Delhi,Kota Jn,1200,8,Monsoon,0.9,1075,0.896,0,Moderate
12952,Mumbai Rajdhani,New Delhi,Kota Jn,1200,9,Post-Monsoon,1.0,1128,0.94,0,High
12952,Mumbai Rajdhani,New Delhi,Kota Jn,1200,10,Post-Monsoon,1.3,1520,1.267,192,Overcrowded
12952,Mumbai Rajdhani,New Delhi,Kota Jn,1200,11,Post-Monsoon,1.45,1544,1.287,206,Overcrowded
12952,Mumbai Rajdhani,New Delhi,Kota Jn,1200,12,Winter,1.2,1366,1.139,100,Overcrowded
12953,August Kranti Rajdhani,Valsad,Surat,1200,1,Winter,1.05,888,0.74,0,Moderate
12953,August Kranti Rajdhani,Valsad,Surat,1200,2,Winter,0.9,805,0.671,0,Low
12953,August Kranti Rajdhani,Valsad,Surat,1200,3,Summer,1.25,1087,0.906,0,High
12953,August Kranti Rajdhani,Valsad,Surat,1200,4,Summer,1.1,1075,0.896,0,Moderate
12953,August Kranti Rajdhani,Valsad,Surat,1200,5,Summer,1.4,1186,0.989,0,High
12953,August Kranti Rajdhani,Valsad,Surat,1200,6,Monsoon,0.85,775,0.646,0,Low
12953,August Kranti Rajdhani,Valsad,Surat,1200,7,Monsoon,0.8,772,0.644,0,Low
12953,August Kranti Rajdhani,Valsad,Surat,1200,8,Monsoon,0.9,820,0.684,0,Low
12953,August Kranti Rajdhani,Valsad,Surat,1200,9,Post-Monsoon,1.0,945,0.788,0,Moderate
12953,August Kranti Rajdhani,Valsad,Surat,1200,10,Post-Monsoon,1.3,1119,0.933,0,High
12953,August Kranti Rajdhani,Valsad,Surat,1200,11,Post-Monsoon,1.45,1335,1.113,81,Overcrowded
12953,August Kranti Rajdhani,Valsad,Surat,1200,12,Winter,1.2,1153,0.961,0,High
12954,August Kranti Rajdhani,H Nizamuddin,Mathura Jn,1200,1,Winter,1.05,1042,0.869,0,Moderate
12954,August Kranti Rajdhani,H Nizamuddin,Mathura Jn,1200,2,Winter,0.9,870,0.725,0,Moderate
12954,August Kranti Rajdhani,H Nizamuddin,Mathura Jn,1200,3,Summer,1.25,1357,1.131,94,Overcrowded
12954,August Kranti Rajdhani,H Nizamuddin,Mathura Jn,1200,4,Summer,1.1,1035,0.863,0,Moderate
12954,August Kranti Rajdhani,H Nizamuddin,Mathura Jn,1200,5,Summer,1.4,1419,1.183,131,Overcrowded
12954,August Kranti Rajdhani,H Nizamuddin,Mathura Jn,1200,6,Monsoon,0.85,913,0.761,0,Moderate
12954,August Kranti Rajdhani,H Nizamuddin,Mathura Jn,1200,7,Monsoon,0.8,810,0.675,0,Low
12954,August Kranti Rajdhani,H Nizamuddin,Mathura Jn,1200,8,Monsoon,0.9,945,0.788,0,Moderate
12954,August Kranti Rajdhani,H Nizamuddin,Mathura Jn,1200,9,Post-Monsoon,1.0,957,0.798,0,Moderate
12954,August Kranti Rajdhani,H Nizamuddin,Mathura Jn,1200,10,Post-Monsoon,1.3,1329,1.108,77,Overcrowded
12954,August Kranti Rajdhani,H Nizamuddin,Mathura Jn,1200,11,Post-Monsoon,1.45,1549,1.291,209,Overcrowded
12954,August Kranti Rajdhani,H Nizamuddin,Mathura Jn,1200,12,Winter,1.2,1140,0.95,0,High
12957,Swarna Jayanti Rajdhani,Sabarmati Bg,Mahesana Jn,1200,1,Winter,1.05,801,0.668,0,Low
12957,Swarna Jayanti Rajdhani,Sabarmati Bg,Mahesana Jn,1200,2,Winter,0.9,739,0.616,0,Low
12957,Swarna Jayanti Rajdhani,Sabarmati Bg,Mahesana Jn,1200,3,Summer,1.25,1088,0.907,0,High
12957,Swarna Jayanti Rajdhani,Sabarmati Bg,Mahesana Jn,1200,4,Summer,1.1,903,0.753,0,Moderate
12957,Swarna Jayanti Rajdhani,Sabarmati Bg,Mahesana Jn,1200,5,Summer,1.4,1192,0.994,0,High
12957,Swarna Jayanti Rajdhani,Sabarmati Bg,Mahesana Jn,1200,6,Monsoon,0.85,660,0.55,0,Low
12957,Swarna Jayanti Rajdhani,Sabarmati Bg,Mahesana Jn,1200,7,Monsoon,0.8,663,0.553,0,Low
12957,Swarna Jayanti Rajdhani,Sabarmati Bg,Mahesana Jn,1200,8,Monsoon,0.9,778,0.649,0,Low
12957,Swarna Jayanti Rajdhani,Sabarmati Bg,Mahesana Jn,1200,9,Post-Monsoon,1.0,770,0.642,0,Low
12957,Swarna Jayanti Rajdhani,Sabarmati Bg,Mahesana Jn,1200,10,Post-Monsoon,1.3,1003,0.836,0,Moderate
12957,Swarna Jayanti Rajdhani,Sabarmati Bg,Mahesana Jn,1200,11,Post-Monsoon,1.45,1122,0.935,0,High
12957,Swarna Jayanti Rajdhani,Sabarmati Bg,Mahesana Jn,1200,12,Winter,1.2,957,0.798,0,Moderate
12958,Swarna Jayanti Rajdhani,New Delhi,Delhi Cantt,1200,1,Winter,1.05,1130,0.942,0,High
12958,Swarna Jayanti Rajdhani,New Delhi,Delhi Cantt,1200,2,Winter,0.9,1026,0.855,0,Moderate
12958,Swarna Jayanti Rajdhani,New Delhi,Delhi Cantt,1200,3,Summer,1.25,1344,1.12,86,Overcrowded
12958,Swarna Jayanti Rajdhani,New Delhi,Delhi Cantt,1200,4,Summer,1.1,1226,1.022,15,High
12958,Swarna Jayanti Rajdhani,New Delhi,Delhi Cantt,1200,5,Summer,1.4,1422,1.185,133,Overcrowded
12958,Swarna Jayanti Rajdhani,New Delhi,Delhi Cantt,1200,6,Monsoon,0.85,922,0.769,0,Moderate
12958,Swarna Jayanti Rajdhani,New Delhi,Delhi Cantt,1200,7,Monsoon,0.8,907,0.756,0,Moderate
12958,Swarna Jayanti Rajdhani,New Delhi,Delhi Cantt,1200,8,Monsoon,0.9,908,0.757,0,Moderate
12958,Swarna Jayanti Rajdhani,New Delhi,Delhi Cantt,1200,9,Post-Monsoon,1.0,1010,0.842,0,Moderate
12958,Swarna Jayanti Rajdhani,New Delhi,Delhi Cantt,1200,10,Post-Monsoon,1.3,1317,1.098,70,Overcrowded
12958,Swarna Jayanti Rajdhani,New Delhi,Delhi Cantt,1200,11,Post-Monsoon,1.45,1514,1.262,188,Overcrowded
12958,Swarna Jayanti Rajdhani,New Delhi,Delhi Cantt,1200,12,Winter,1.2,1365,1.138,99,Overcrowded
15959,Kamrup Express,Howrah Jn,Bandel Jn,1800,1,Winter,1.05,1783,0.991,0,High
15959,Kamrup Express,Howrah Jn,Bandel Jn,1800,2,Winter,0.9,1441,0.801,0,Moderate
15959,Kamrup Express,Howrah Jn,Bandel Jn,1800,3,Summer,1.25,2077,1.154,166,Overcrowded
15959,Kamrup Express,Howrah Jn,Bandel Jn,1800,4,Summer,1.1,1665,0.925,0,High
15959,Kamrup Express,Howrah Jn,Bandel Jn,1800,5,Summer,1.4,2266,1.259,279,Overcrowded
15959,Kamrup Express,Howrah Jn,Bandel Jn,1800,6,Monsoon,0.85,1436,0.798,0,Moderate
15959,Kamrup Express,Howrah Jn,Bandel Jn,1800,7,Monsoon,0.8,1202,0.668,0,Low
15959,Kamrup Express,Howrah Jn,Bandel Jn,1800,8,Monsoon,0.9,1355,0.753,0,Moderate
15959,Kamrup Express,Howrah Jn,Bandel Jn,1800,9,Post-Monsoon,1.0,1510,0.839,0,Moderate
15959,Kamrup Express,Howrah Jn,Bandel Jn,1800,10,Post-Monsoon,1.3,2023,1.124,133,Overcrowded
15959,Kamrup Express,Howrah Jn,Bandel Jn,1800,11,Post-Monsoon,1.45,2430,1.35,378,Overcrowded
15959,Kamrup Express,Howrah Jn,Bandel Jn,1800,12,Winter,1.2,1980,1.1,108,Overcrowded
15960,Kamrup Express,New Tinsukia Jn,Duliajan,1800,1,Winter,1.05,1285,0.714,0,Moderate
15960,Kamrup Express,New Tinsukia Jn,Duliajan,1800,2,Winter,0.9,1143,0.635,0,Low
15960,Kamrup Express,New Tinsukia Jn,Duliajan,1800,3,Summer,1.25,1445,0.803,0,Moderate
15960,Kamrup Express,New Tinsukia Jn,Duliajan,1800,4,Summer,1.1,1360,0.756,0,Moderate
15960,Kamrup Express,New Tinsukia Jn,Duliajan,1800,5,Summer,1.4,1807,1.004,4,High
15960,Kamrup Express,New Tinsukia Jn,Duliajan,1800,6,Monsoon,0.85,975,0.542,0,Low
15960,Kamrup Express,New Tinsukia Jn,Duliajan,1800,7,Monsoon,0.8,919,0.511,0,Low
15960,Kamrup Express,New Tinsukia Jn,Duliajan,1800,8,Monsoon,0.9,1038,0.577,0,Low
15960,Kamrup Express,New Tinsukia Jn,Duliajan,1800,9,Post-Monsoon,1.0,1189,0.661,0,Low
15960,Kamrup Express,New Tinsukia Jn,Duliajan,1800,10,Post-Monsoon,1.3,1684,0.936,0,High
15960,Kamrup Express,New Tinsukia Jn,Duliajan,1800,11,Post-Monsoon,1.45,1828,1.016,17,High
15960,Kamrup Express,New Tinsukia Jn,Duliajan,1800,12,Winter,1.2,1596,0.887,0,Moderate
16127,Guruvayur Express,Vridhachalam Jn,Pennadam,1800,1,Winter,1.05,1391,0.773,0,Moderate
16127,Guruvayur Express,Vridhachalam Jn,Pennadam,1800,2,Winter,0.9,1139,0.633,0,Low
16127,Guruvayur Express,Vridhachalam Jn,Pennadam,1800,3,Summer,1.25,1474,0.819,0,Moderate
16127,Guruvayur Express,Vridhachalam Jn,Pennadam,1800,4,Summer,1.1,1409,0.783,0,Moderate
16127,Guruvayur Express,Vridhachalam Jn,Pennadam,1800,5,Summer,1.4,1830,1.017,18,High
16127,Guruvayur Express,Vridhachalam Jn,Pennadam,1800,6,Monsoon,0.85,1049,0.583,0,Low
16127,Guruvayur Express,Vridhachalam Jn,Pennadam,1800,7,Monsoon,0.8,1051,0.584,0,Low
16127,Guruvayur Express,Vridhachalam Jn,Pennadam,1800,8,Monsoon,0.9,1155,0.642,0,Low
16127,Guruvayur Express,Vridhachalam Jn,Pennadam,1800,9,Post-Monsoon,1.0,1182,0.657,0,Low
16127,Guruvayur Express,Vridhachalam Jn,Pennadam,1800,10,Post-Monsoon,1.3,1742,0.968,0,High
16127,Guruvayur Express,Vridhachalam Jn,Pennadam,1800,11,Post-Monsoon,1.45,1886,1.048,51,High
16127,Guruvayur Express,Vridhachalam Jn,Pennadam,1800,12,Winter,1.2,1499,0.833,0,Moderate
16128,Guruvayur Express,Guruvayur,Punkunnam,1800,1,Winter,1.05,1279,0.711,0,Moderate
16128,Guruvayur Express,Guruvayur,Punkunnam,1800,2,Winter,0.9,1022,0.568,0,Low
16128,Guruvayur Express,Guruvayur,Punkunnam,1800,3,Summer,1.25,1544,0.858,0,Moderate
16128,Guruvayur Express,Guruvayur,Punkunnam,1800,4,Summer,1.1,1386,0.77,0,Moderate
16128,Guruvayur Express,Guruvayur,Punkunnam,1800,5,Summer,1.4,1666,0.926,0,High
16128,Guruvayur Express,Guruvayur,Punkunnam,1800,6,Monsoon,0.85,1076,0.598,0,Low
16128,Guruvayur Express,Guruvayur,Punkunnam,1800,7,Monsoon,0.8,990,0.55,0,Low
16128,Guruvayur Express,Guruvayur,Punkunnam,1800,8,Monsoon,0.9,1026,0.57,0,Low
16128,Guruvayur Express,Guruvayur,Punkunnam,1800,9,Post-Monsoon,1.0,1292,0.718,0,Moderate
16128,Guruvayur Express,Guruvayur,Punkunnam,1800,10,Post-Monsoon,1.3,1630,0.906,0,High
16128,Guruvayur Express,Guruvayur,Punkunnam,1800,11,Post-Monsoon,1.45,1746,0.97,0,High
16128,Guruvayur Express,Guruvayur,Punkunnam,1800,12,Winter,1.2,1504,0.836,0,Moderate
16339,Nagercoil Express,Kalyan Jn,Karjat,1800,1,Winter,1.05,1508,0.838,0,Moderate
16339,Nagercoil Express,Kalyan Jn,Karjat,1800,2,Winter,0.9,1288,0.716,0,Moderate
16339,Nagercoil Express,Kalyan Jn,Karjat,1800,3,Summer,1.25,1731,0.962,0,High
16339,Nagercoil Express,Kalyan Jn,Karjat,1800,4,Summer,1.1,1526,0.848,0,Moderate
16339,Nagercoil Express,Kalyan Jn,Karjat,1800,5,Summer,1.4,2023,1.124,133,Overcrowded
16339,Nagercoil Express,Kalyan Jn,Karjat,1800,6,Monsoon,0.85,1240,0.689,0,Low
16339,Nagercoil Express,Kalyan Jn,Karjat,1800,7,Monsoon,0.8,1209,0.672,0,Low
16339,Nagercoil Express,Kalyan Jn,Karjat,1800,8,Monsoon,0.9,1290,0.717,0,Moderate
16339,Nagercoil Express,Kalyan Jn,Karjat,1800,9,Post-Monsoon,1.0,1434,0.797,0,Moderate
16339,Nagercoil Express,Kalyan Jn,Karjat,1800,10,Post-Monsoon,1.3,1846,1.026,28,High
16339,Nagercoil Express,Kalyan Jn,Karjat,1800,11,Post-Monsoon,1.45,2134,1.186,200,Overcrowded
16339,Nagercoil Express,Kalyan Jn,Karjat,1800,12,Winter,1.2,1647,0.915,0,High
16340,Nagercoil Express,Nagercoil Jn,Valliyur,1800,1,Winter,1.05,1278,0.71,0,Moderate
16340,Nagercoil Express,Nagercoil Jn,Valliyur,1800,2,Winter,0.9,1060,0.589,0,Low
16340,Nagercoil Express,Nagercoil Jn,Valliyur,1800,3,Summer,1.25,1474,0.819,0,Moderate
16340,Nagercoil Express,Nagercoil Jn,Valliyur,1800,4,Summer,1.1,1350,0.75,0,Moderate
16340,Nagercoil Express,Nagercoil Jn,Valliyur,1800,5,Summer,1.4,1735,0.964,0,High
16340,Nagercoil Express,Nagercoil Jn,Valliyur,1800,6,Monsoon,0.85,1090,0.606,0,Low
16340,Nagercoil Express,Nagercoil Jn,Valliyur,1800,7,Monsoon,0.8,973,0.541,0,Low
16340,Nagercoil Express,Nagercoil Jn,Valliyur,1800,8,Monsoon,0.9,1098,0.61,0,Low
16340,Nagercoil Express,Nagercoil Jn,Valliyur,1800,9,Post-Monsoon,1.0,1207,0.671,0,Low
16340,Nagercoil Express,Nagercoil Jn,Valliyur,1800,10,Post-Monsoon,1.3,1627,0.904,0,High
16340,Nagercoil Express,Nagercoil Jn,Valliyur,1800,11,Post-Monsoon,1.45,1690,0.939,0,High
16340,Nagercoil Express,Nagercoil Jn,Valliyur,1800,12,Winter,1.2,1609,0.894,0,Moderate
17057,Devagiri Express,Kasara,Igatpuri,1800,1,Winter,1.05,1231,0.684,0,Low
17057,Devagiri Express,Kasara,Igatpuri,1800,2,Winter,0.9,1152,0.64,0,Low
17057,Devagiri Express,Kasara,Igatpuri,1800,3,Summer,1.25,1450,0.806,0,Moderate
17057,Devagiri Express,Kasara,Igatpuri,1800,4,Summer,1.1,1387,0.771,0,Moderate
17057,Devagiri Express,Kasara,Igatpuri,1800,5,Summer,1.4,1553,0.863,0,Moderate
17057,Devagiri Express,Kasara,Igatpuri,1800,6,Monsoon,0.85,1027,0.571,0,Low
17057,Devagiri Express,Kasara,Igatpuri,1800,7,Monsoon,0.8,939,0.522,0,Low
17057,Devagiri Express,Kasara,Igatpuri,1800,8,Monsoon,0.9,1029,0.572,0,Low
17057,Devagiri Express,Kasara,Igatpuri,1800,9,Post-Monsoon,1.0,1132,0.629,0,Low
17057,Devagiri Express,Kasara,Igatpuri,1800,10,Post-Monsoon,1.3,1569,0.872,0,Moderate
17057,Devagiri Express,Kasara,Igatpuri,1800,11,Post-Monsoon,1.45,1670,0.928,0,High
17057,Devagiri Express,Kasara,Igatpuri,1800,12,Winter,1.2,1391,0.773,0,Moderate
17058,Devagiri Express,Lingampalli,Begumpet,1800,1,Winter,1.05,1368,0.76,0,Moderate
17058,Devagiri Express,Lingampalli,Begumpet,1800,2,Winter,0.9,1063,0.591,0,Low
17058,Devagiri Express,Lingampalli,Begumpet,1800,3,Summer,1.25,1605,0.892,0,Moderate
17058,Devagiri Express,Lingampalli,Begumpet,1800,4,Summer,1.1,1242,0.69,0,Low
17058,Devagiri Express,Lingampalli,Begumpet,1800,5,Summer,1.4,1724,0.958,0,High
17058,Devagiri Express,Lingampalli,Begumpet,1800,6,Monsoon,0.85,1016,0.565,0,Low
17058,Devagiri Express,Lingampalli,Begumpet,1800,7,Monsoon,0.8,932,0.518,0,Low
17058,Devagiri Express,Lingampalli,Begumpet,1800,8,Monsoon,0.9,1038,0.577,0,Low
17058,Devagiri Express,Lingampalli,Begumpet,1800,9,Post-Monsoon,1.0,1229,0.683,0,Low
17058,Devagiri Express,Lingampalli,Begumpet,1800,10,Post-Monsoon,1.3,1526,0.848,0,Moderate
17058,Devagiri Express,Lingampalli,Begumpet,1800,11,Post-Monsoon,1.45,1711,0.951,0,High
17058,Devagiri Express,Lingampalli,Begumpet,1800,12,Winter,1.2,1564,0.869,0,Moderate
20665,Vande Bharat,Tambaram,Villupuram Jn,1128,1,Winter,1.05,955,0.847,0,Moderate
20665,Vande Bharat,Tambaram,Villupuram Jn,1128,2,Winter,0.9,791,0.702,0,Moderate
20665,Vande Bharat,Tambaram,Villupuram Jn,1128,3,Summer,1.25,1142,1.013,8,High
20665,Vande Bharat,Tambaram,Villupuram Jn,1128,4,Summer,1.1,984,0.873,0,Moderate
20665,Vande Bharat,Tambaram,Villupuram Jn,1128,5,Summer,1.4,1147,1.017,11,High
20665,Vande Bharat,Tambaram,Villupuram Jn,1128,6,Monsoon,0.85,778,0.69,0,Low
20665,Vande Bharat,Tambaram,Villupuram Jn,1128,7,Monsoon,0.8,742,0.658,0,Low
20665,Vande Bharat,Tambaram,Villupuram Jn,1128,8,Monsoon,0.9,753,0.668,0,Low
20665,Vande Bharat,Tambaram,Villupuram Jn,1128,9,Post-Monsoon,1.0,851,0.755,0,Moderate
20665,Vande Bharat,Tambaram,Villupuram Jn,1128,10,Post-Monsoon,1.3,1148,1.018,12,High
20665,Vande Bharat,Tambaram,Villupuram Jn,1128,11,Post-Monsoon,1.45,1379,1.223,150,Overcrowded
20665,Vande Bharat,Tambaram,Villupuram Jn,1128,12,Winter,1.2,1016,0.901,0,High
20666,Vande Bharat,Tirunelveli Jn,Virudunagar Jn,1128,1,Winter,1.05,902,0.8,0,Moderate
20666,Vande Bharat,Tirunelveli Jn,Virudunagar Jn,1128,2,Winter,0.9,804,0.713,0,Moderate
20666,Vande Bharat,Tirunelveli Jn,Virudunagar Jn,1128,3,Summer,1.25,1093,0.969,0,High
20666,Vande Bharat,Tirunelveli Jn,Virudunagar Jn,1128,4,Summer,1.1,880,0.781,0,Moderate
20666,Vande Bharat,Tirunelveli Jn,Virudunagar Jn,1128,5,Summer,1.4,1253,1.111,75,Overcrowded
20666,Vande Bharat,Tirunelveli Jn,Virudunagar Jn,1128,6,Monsoon,0.85,770,0.683,0,Low
20666,Vande Bharat,Tirunelveli Jn,Virudunagar Jn,1128,7,Monsoon,0.8,655,0.581,0,Low
20666,Vande Bharat,Tirunelveli Jn,Virudunagar Jn,1128,8,Monsoon,0.9,748,0.664,0,Low
20666,Vande Bharat,Tirunelveli Jn,Virudunagar Jn,1128,9,Post-Monsoon,1.0,864,0.766,0,Moderate
20666,Vande Bharat,Tirunelveli Jn,Virudunagar Jn,1128,10,Post-Monsoon,1.3,1209,1.072,48,Overcrowded
20666,Vande Bharat,Tirunelveli Jn,Virudunagar Jn,1128,11,Post-Monsoon,1.45,1200,1.064,43,Overcrowded
20666,Vande Bharat,Tirunelveli Jn,Virudunagar Jn,1128,12,Winter,1.2,1037,0.92,0,High
22221,Mumbai Vande Bharat,Kalyan Jn,Nasik Road,1128,1,Winter,1.05,1056,0.937,0,High
22221,Mumbai Vande Bharat,Kalyan Jn,Nasik Road,1128,2,Winter,0.9,947,0.84,0,Moderate
22221,Mumbai Vande Bharat,Kalyan Jn,Nasik Road,1128,3,Summer,1.25,1248,1.107,72,Overcrowded
22221,Mumbai Vande Bharat,Kalyan Jn,Nasik Road,1128,4,Summer,1.1,1065,0.945,0,High
22221,Mumbai Vande Bharat,Kalyan Jn,Nasik Road,1128,5,Summer,1.4,1491,1.322,217,Overcrowded
22221,Mumbai Vande Bharat,Kalyan Jn,Nasik Road,1128,6,Monsoon,0.85,800,0.71,0,Moderate
22221,Mumbai Vande Bharat,Kalyan Jn,Nasik Road,1128,7,Monsoon,0.8,791,0.702,0,Moderate
22221,Mumbai Vande Bharat,Kalyan Jn,Nasik Road,1128,8,Monsoon,0.9,843,0.748,0,Moderate
22221,Mumbai Vande Bharat,Kalyan Jn,Nasik Road,1128,9,Post-Monsoon,1.0,1023,0.907,0,High
22221,Mumbai Vande Bharat,Kalyan Jn,Nasik Road,1128,10,Post-Monsoon,1.3,1361,1.207,140,Overcrowded
22221,Mumbai Vande Bharat,Kalyan Jn,Nasik Road,1128,11,Post-Monsoon,1.45,1413,1.253,171,Overcrowded
22221,Mumbai Vande Bharat,Kalyan Jn,Nasik Road,1128,12,Winter,1.2,1134,1.006,4,High
22222,Mumbai Vande Bharat,Bhopal Jn,Bhusaval Jn,1128,1,Winter,1.05,1133,1.005,3,High
22222,Mumbai Vande Bharat,Bhopal Jn,Bhusaval Jn,1128,2,Winter,0.9,922,0.818,0,Moderate
22222,Mumbai Vande Bharat,Bhopal Jn,Bhusaval Jn,1128,3,Summer,1.25,1241,1.101,68,Overcrowded
22222,Mumbai Vande Bharat,Bhopal Jn,Bhusaval Jn,1128,4,Summer,1.1,1202,1.066,44,Overcrowded
22222,Mumbai Vande Bharat,Bhopal Jn,Bhusaval Jn,1128,5,Summer,1.4,1353,1.2,135,Overcrowded
22222,Mumbai Vande Bharat,Bhopal Jn,Bhusaval Jn,1128,6,Monsoon,0.85,862,0.765,0,Moderate
22222,Mumbai Vande Bharat,Bhopal Jn,Bhusaval Jn,1128,7,Monsoon,0.8,769,0.682,0,Low
22222,Mumbai Vande Bharat,Bhopal Jn,Bhusaval Jn,1128,8,Monsoon,0.9,944,0.837,0,Moderate
22222,Mumbai Vande Bharat,Bhopal Jn,Bhusaval Jn,1128,9,Post-Monsoon,1.0,1073,0.952,0,High
22222,Mumbai Vande Bharat,Bhopal Jn,Bhusaval Jn,1128,10,Post-Monsoon,1.3,1299,1.152,102,Overcrowded
22222,Mumbai Vande Bharat,Bhopal Jn,Bhusaval Jn,1128,11,Post-Monsoon,1.45,1406,1.247,167,Overcrowded
22222,Mumbai Vande Bharat,Bhopal Jn,Bhusaval Jn,1128,12,Winter,1.2,1141,1.012,8,High
22226,Chennai Vande Bharat,Kurduvadi,Pune Jn,1128,1,Winter,1.05,946,0.839,0,Moderate
22226,Chennai Vande Bharat,Kurduvadi,Pune Jn,1128,2,Winter,0.9,851,0.755,0,Moderate
22226,Chennai Vande Bharat,Kurduvadi,Pune Jn,1128,3,Summer,1.25,1120,0.993,0,High
22226,Chennai Vande Bharat,Kurduvadi,Pune Jn,1128,4,Summer,1.1,1076,0.954,0,High
22226,Chennai Vande Bharat,Kurduvadi,Pune Jn,1128,5,Summer,1.4,1402,1.243,164,Overcrowded
22226,Chennai Vande Bharat,Kurduvadi,Pune Jn,1128,6,Monsoon,0.85,791,0.702,0,Moderate
22226,Chennai Vande Bharat,Kurduvadi,Pune Jn,1128,7,Monsoon,0.8,723,0.641,0,Low
22226,Chennai Vande Bharat,Kurduvadi,Pune Jn,1128,8,Monsoon,0.9,797,0.707,0,Moderate
22226,Chennai Vande Bharat,Kurduvadi,Pune Jn,1128,9,Post-Monsoon,1.0,1024,0.908,0,High
22226,Chennai Vande Bharat,Kurduvadi,Pune Jn,1128,10,Post-Monsoon,1.3,1161,1.03,20,High
22226,Chennai Vande Bharat,Kurduvadi,Pune Jn,1128,11,Post-Monsoon,1.45,1497,1.328,221,Overcrowded
22226,Chennai Vande Bharat,Kurduvadi,Pune Jn,1128,12,Winter,1.2,1069,0.948,0,High
22301,Vande Bharat,Howrah Jn,Bolpur S Niktn,1128,1,Winter,1.05,1091,0.968,0,High
22301,Vande Bharat,Howrah Jn,Bolpur S Niktn,1128,2,Winter,0.9,953,0.845,0,Moderate
22301,Vande Bharat,Howrah Jn,Bolpur S Niktn,1128,3,Summer,1.25,1255,1.113,76,Overcrowded
22301,Vande Bharat,Howrah Jn,Bolpur S Niktn,1128,4,Summer,1.1,1058,0.938,0,High
22301,Vande Bharat,Howrah Jn,Bolpur S Niktn,1128,5,Summer,1.4,1377,1.221,149,Overcrowded
22301,Vande Bharat,Howrah Jn,Bolpur S Niktn,1128,6,Monsoon,0.85,840,0.745,0,Moderate
